filename,x,y
3700512983465987737.jpg,-7.887208,3.8133223
3701012336957816976.jpg,-0.38309544,3.8097208
3701789148281524459.jpg,-12.195273,0.6696171
3702045665085787860.jpg,-11.132773,2.8206809
3702652412942981112.jpg,-9.973633,-2.1126058
3702764661695158191.jpg,-5.188847,-0.29094243
3702770054411307777.jpg,-0.5045931,-0.48283067
3703218430660786793.jpg,0.9602101,1.9809679
3703221071545112200.jpg,-8.264732,2.241769
3704715163127239536.jpg,-0.6607555,2.7242706
3704839662140099847.jpg,-9.628222,1.6914616
3706264455300570532.jpg,-1.3357261,1.3799313
3707545584208988342.jpg,-0.9868592,1.0145423
3707799040924622791.jpg,-3.6271756,1.4755895
3708495350543189187.jpg,-12.910808,0.51719296
3709082525760353369.jpg,-9.161959,1.2969396
3710053132157175786.jpg,-4.662766,11.464127
3710482901558452181.jpg,-8.715106,0.33066264
3711501892028523697.jpg,-9.400215,3.381377
3711999352698053254.jpg,-3.4683177,1.7555808
3713490686768116488.jpg,-1.0320038,0.09950685
3713606293202825234.jpg,-8.301558,1.624842
3715095747655150458.jpg,-6.2197447,-2.9787173
3717121150565279356.jpg,-1.3363701,2.7108316
3719217317759742994.jpg,-9.711086,1.1473331
3719892824049750430.jpg,-8.824422,-2.8686152
3720129147730473614.jpg,-5.9524574,4.2179556
3720148134530701803.jpg,-4.058245,1.6696782
3722400498570550757.jpg,-8.571878,3.589151
3723111824704155867.jpg,-7.0511637,2.489886
3725820379198030648.jpg,-6.694721,-2.9481654
3727029266128069336.jpg,-11.522631,1.8927462
3727388765602724190.jpg,-7.728362,1.6777412
3727898817883574976.jpg,-6.3084917,2.1244197
3728942047286192124.jpg,-3.9209042,10.795859
3729337365286757277.jpg,-9.268904,-4.647894
3730279439537066419.jpg,-11.6015005,0.49409416
3730929894298487597.jpg,-1.3636672,4.29665
3731032095217855431.jpg,-1.9528235,4.8806424
3731036274573222308.jpg,-0.45653945,-0.36543992
